NMR gene name,gene_ids,Human gene stable ID,Human gene name,Mouse gene stable ID,Mouse gene name
SCAMP1,ENSHGLG00000001691,,,,
ENSHGLG00000001729,ENSHGLG00000001729,,,,
THBS4,ENSHGLG00000002153,,,ENSMUSG00000021702,Thbs4
PDE8B,ENSHGLG00000002178,ENSG00000113231,PDE8B,ENSMUSG00000021684,Pde8b
BHMT,ENSHGLG00000002245,,,,
ENSHGLG00000002379,ENSHGLG00000002379,,,,
BHMT2,ENSHGLG00000002646,,,,
JMY,ENSHGLG00000002781,ENSG00000152409,JMY,ENSMUSG00000021690,Jmy
ENSHGLG00000002909,ENSHGLG00000002909,,,,
ENSHGLG00000003053,ENSHGLG00000003053,,,,
OTP,ENSHGLG00000003908,ENSG00000171540,OTP,ENSMUSG00000021685,Otp
PAPD4,ENSHGLG00000008742,ENSG00000164329,TENT2,ENSMUSG00000042167,Tent2
CMYA5,ENSHGLG00000011995,ENSG00000164309,CMYA5,ENSMUSG00000047419,Cmya5
WDR41,ENSHGLG00000017808,ENSG00000164253,WDR41,ENSMUSG00000042015,Wdr41
ENSHGLG00000019563,ENSHGLG00000019563,,,,
ENSHGLG00000019786,ENSHGLG00000019786,,,,
ENSHGLG00000019982,ENSHGLG00000019982,,,,
PSMD12,ENSHGLG00000000655,ENSG00000197170,PSMD12,ENSMUSG00000020720,Psmd12
HELZ,ENSHGLG00000000732,ENSG00000198265,HELZ,ENSMUSG00000020721,Helz
CACNG1,ENSHGLG00000000787,ENSG00000108878,CACNG1,ENSMUSG00000020722,Cacng1
CACNG4,ENSHGLG00000000797,,,,
ENSHGLG00000000817,ENSHGLG00000000817,,,,
CACNG5,ENSHGLG00000000830,,,,
PRKCA,ENSHGLG00000000872,ENSG00000154229,PRKCA,ENSMUSG00000050965,Prkca
ENSHGLG00000000889,ENSHGLG00000000889,,,,
APOH,ENSHGLG00000000917,,,,
ENSHGLG00000000983,ENSHGLG00000000983,,,,
ABCA8,ENSHGLG00000001160,ENSG00000141338,ABCA8,ENSMUSG00000041828,Abca8a
CEP112,ENSHGLG00000001177,ENSG00000154240,CEP112,ENSMUSG00000020728,Cep112
ABCA9,ENSHGLG00000001596,ENSG00000154258,ABCA9,ENSMUSG00000041797,Abca9
PECAM1,ENSHGLG00000001663,,,ENSMUSG00000020717,Pecam1
AXIN2,ENSHGLG00000001681,ENSG00000168646,AXIN2,ENSMUSG00000000142,Axin2
ENSHGLG00000001698,ENSHGLG00000001698,,,,
POLG2,ENSHGLG00000001726,,,,
ABCA6,ENSHGLG00000001770,ENSG00000154262,ABCA6,,
DDX5,ENSHGLG00000001771,ENSG00000108654,DDX5,ENSMUSG00000020719,Ddx5
RGS9,ENSHGLG00000001800,,,ENSMUSG00000020599,Rgs9
CEP95,ENSHGLG00000001847,,,,
ENSHGLG00000001897,ENSHGLG00000001897,,,,
ABCA5,ENSHGLG00000001910,ENSG00000154265,ABCA5,ENSMUSG00000018800,Abca5
GNA13,ENSHGLG00000001928,,,,
AMZ2,ENSHGLG00000001986,,,ENSMUSG00000020610,Amz2
SMURF2,ENSHGLG00000001992,,,ENSMUSG00000018363,Smurf2
SLC16A6,ENSHGLG00000002059,,,,
MAP2K6,ENSHGLG00000002071,ENSG00000108984,MAP2K6,ENSMUSG00000020623,Map2k6
ENSHGLG00000002095,ENSHGLG00000002095,,,,
KPNA2,ENSHGLG00000002130,,,,
SMIM14,ENSHGLG00000002131,ENSG00000163683,SMIM14,ENSMUSG00000037822,Smim14
ARSG,ENSHGLG00000002134,,,,
ENSHGLG00000002157,ENSHGLG00000002157,,,,
C17orf58,ENSHGLG00000002187,,,,
UGDH,ENSHGLG00000002204,,,ENSMUSG00000029201,Ugdh
WIPI1,ENSHGLG00000002208,ENSG00000070540,WIPI1,ENSMUSG00000041895,Wipi1
ENSHGLG00000002264,ENSHGLG00000002264,ENSG00000121897,LIAS,ENSMUSG00000029199,Lias
PRKAR1A,ENSHGLG00000002266,,,,
FAM20A,ENSHGLG00000002315,,,,
RPL9,ENSHGLG00000002318,,,,
KLB,ENSHGLG00000002389,ENSG00000134962,KLB,ENSMUSG00000029195,Klb
ENSHGLG00000002412,ENSHGLG00000002412,,,,
BPTF,ENSHGLG00000002459,,,,
RFC1,ENSHGLG00000002546,,,,
ENSHGLG00000002995,ENSHGLG00000002995,,,,
NOL11,ENSHGLG00000003039,ENSG00000130935,NOL11,ENSMUSG00000018433,Nol11
PITPNC1,ENSHGLG00000003137,ENSG00000154217,PITPNC1,,
ENSHGLG00000000268,ENSHGLG00000000268,,,,
MYOM2,ENSHGLG00000000341,ENSG00000036448,MYOM2,ENSMUSG00000031461,Myom2
ENSHGLG00000000355,ENSHGLG00000000355,,,,
CSMD1,ENSHGLG00000000508,ENSG00000183117,CSMD1,ENSMUSG00000060924,Csmd1
FBXO25,ENSHGLG00000001395,,,ENSMUSG00000038365,Fbxo25
TDRP,ENSHGLG00000001556,,,ENSMUSG00000050052,Tdrp
ENSHGLG00000002310,ENSHGLG00000002310,,,,
ANGPT2,ENSHGLG00000002482,ENSG00000091879,ANGPT2,ENSMUSG00000031465,Angpt2
AGPAT5,ENSHGLG00000002651,,,,
ENSHGLG00000002668,ENSHGLG00000002668,,,ENSMUSG00000039814,Xkr5
ENSHGLG00000002743,ENSHGLG00000002743,,,,
ENSHGLG00000002970,ENSHGLG00000002970,,,,
DLGAP2,ENSHGLG00000003073,,,ENSMUSG00000047495,Dlgap2
CLN8,ENSHGLG00000003492,,,ENSMUSG00000026317,Cln8
ARHGEF10,ENSHGLG00000003965,ENSG00000104728,ARHGEF10,ENSMUSG00000071176,Arhgef10
KBTBD11,ENSHGLG00000005688,,,,
PIGL,ENSHGLG00000000503,,,,
COX10,ENSHGLG00000000535,,,,
HS3ST3B1,ENSHGLG00000000551,,,,
PMP22,ENSHGLG00000000591,,,,
TEKT3,ENSHGLG00000000646,ENSG00000125409,TEKT3,ENSMUSG00000042189,Tekt3
Tvp23b,ENSHGLG00000000717,,,,
ENSHGLG00000000749,ENSHGLG00000000749,,,,
NCOR1,ENSHGLG00000000767,ENSG00000141027,NCOR1,ENSMUSG00000018501,Ncor1
TRIM16,ENSHGLG00000001183,ENSG00000221926,TRIM16,ENSMUSG00000047821,Trim16
ZNF286A,ENSHGLG00000001224,,,ENSMUSG00000047342,Zfp286
ZNF624,ENSHGLG00000001248,,,,
ZNF287,ENSHGLG00000001276,ENSG00000141040,ZNF287,ENSMUSG00000005267,Zfp287
TRPV2,ENSHGLG00000001327,,,,
UBB,ENSHGLG00000001361,,,,
CENPV,ENSHGLG00000001393,ENSG00000166582,CENPV,ENSMUSG00000018509,Cenpv
TTC19,ENSHGLG00000001575,ENSG00000011295,TTC19,ENSMUSG00000042298,Ttc19
ZSWIM7,ENSHGLG00000001705,,,,
ADORA2B,ENSHGLG00000001723,,,ENSMUSG00000018500,Adora2b
ENSHGLG00000001950,ENSHGLG00000001950,,,,
ENSHGLG00000003486,ENSHGLG00000003486,,,,
MYOCD,ENSHGLG00000003653,,,,
ARHGAP44,ENSHGLG00000004238,,,ENSMUSG00000033389,Arhgap44
ELAC2,ENSHGLG00000005718,,,,
ENSHGLG00000007445,ENSHGLG00000007445,,,,
ENSHGLG00000019815,ENSHGLG00000019815,,,,
ENSHGLG00000019826,ENSHGLG00000019826,,,,
TADA2A,ENSHGLG00000003972,ENSG00000276234,TADA2A,ENSMUSG00000018651,Tada2a
DUSP14,ENSHGLG00000004259,,,,
SYNRG,ENSHGLG00000004431,ENSG00000275066,SYNRG,ENSMUSG00000034940,Synrg
TRIM37,ENSHGLG00000004649,ENSG00000108395,TRIM37,ENSMUSG00000018548,Trim37
SKA2,ENSHGLG00000004698,,,,
PRR11,ENSHGLG00000004734,ENSG00000068489,PRR11,ENSMUSG00000020493,Prr11
ENSHGLG00000004768,ENSHGLG00000004768,,,,
ENSHGLG00000004825,ENSHGLG00000004825,,,,
SUPT4H1,ENSHGLG00000005007,,,,
RNF43,ENSHGLG00000005118,ENSG00000108375,RNF43,ENSMUSG00000034177,Rnf43
SMG8,ENSHGLG00000005216,,,,
HSF5,ENSHGLG00000005566,ENSG00000176160,HSF5,ENSMUSG00000070345,Hsf5
GDPD1,ENSHGLG00000005571,ENSG00000153982,GDPD1,ENSMUSG00000061666,Gdpd1
YPEL2,ENSHGLG00000005905,ENSG00000175155,YPEL2,ENSMUSG00000018427,Ypel2
ENSHGLG00000006235,ENSHGLG00000006235,ENSG00000278053,DDX52,ENSMUSG00000020677,Ddx52
ENSHGLG00000006254,ENSHGLG00000006254,,,,
MTMR4,ENSHGLG00000006597,,,,
DHX40,ENSHGLG00000006600,,,,
CLTC,ENSHGLG00000007006,ENSG00000141367,CLTC,ENSMUSG00000047126,Cltc
PTRH2,ENSHGLG00000007335,,,,
HNF1B,ENSHGLG00000007638,,,ENSMUSG00000020679,Hnf1b
ENSHGLG00000007661,ENSHGLG00000007661,,,,
VMP1,ENSHGLG00000007665,ENSG00000062716,VMP1,ENSMUSG00000018171,Vmp1
TUBD1,ENSHGLG00000007977,ENSG00000108423,TUBD1,ENSMUSG00000020513,Tubd1
PPM1D,ENSHGLG00000008032,,,ENSMUSG00000020525,Ppm1d
ENSHGLG00000008288,ENSHGLG00000008288,,,,
ENSHGLG00000008291,ENSHGLG00000008291,,,,
RPS6KB1,ENSHGLG00000008626,ENSG00000108443,RPS6KB1,ENSMUSG00000020516,Rps6kb1
BCAS3,ENSHGLG00000008637,ENSG00000141376,BCAS3,ENSMUSG00000059439,Bcas3
MRM1,ENSHGLG00000008701,ENSG00000278619,MRM1,ENSMUSG00000018405,Mrm1
APPBP2,ENSHGLG00000008757,,,,
LHX1,ENSHGLG00000008797,,,,
HEATR6,ENSHGLG00000008941,,,,
RNFT1,ENSHGLG00000008964,,,ENSMUSG00000020521,Rnft1
ENSHGLG00000008980,ENSHGLG00000008980,,,,
INTS2,ENSHGLG00000009029,,,,
USP32,ENSHGLG00000009096,,,ENSMUSG00000000804,Usp32
ENSHGLG00000009311,ENSHGLG00000009311,,,,
BRIP1,ENSHGLG00000009385,ENSG00000136492,BRIP1,ENSMUSG00000034329,Brip1
AATF,ENSHGLG00000009510,ENSG00000275700,AATF,ENSMUSG00000018697,Aatf
ENSHGLG00000009926,ENSHGLG00000009926,ENSG00000108384,RAD51C,ENSMUSG00000007646,Rad51c
MED13,ENSHGLG00000009947,,,,
ENSHGLG00000010025,ENSHGLG00000010025,,,,
PPM1E,ENSHGLG00000010142,ENSG00000175175,PPM1E,ENSMUSG00000046442,Ppm1e
TBX4,ENSHGLG00000010229,,,,
CA4,ENSHGLG00000010334,,,ENSMUSG00000000805,Car4
ZNHIT3,ENSHGLG00000010819,,,,
ENSHGLG00000011039,ENSHGLG00000011039,,,,
TBX2,ENSHGLG00000011134,,,,
ACACA,ENSHGLG00000011781,ENSG00000278540,ACACA,ENSMUSG00000020532,Acaca
EPX,ENSHGLG00000012378,,,,
MKS1,ENSHGLG00000012631,ENSG00000011143,MKS1,,
PIGW,ENSHGLG00000012822,ENSG00000277161,PIGW,ENSMUSG00000045140,Pigw
GGNBP2,ENSHGLG00000013148,ENSG00000278311,GGNBP2,ENSMUSG00000020530,Ggnbp2
DHRS11,ENSHGLG00000013684,,,,
TSPOAP1,ENSHGLG00000017502,,,,
LPO,ENSHGLG00000018067,ENSG00000167419,LPO,ENSMUSG00000009356,Lpo
MPO,ENSHGLG00000019104,ENSG00000005381,MPO,ENSMUSG00000009350,Mpo
ENSHGLG00000020671,ENSHGLG00000020671,,,,
OR4D2,ENSHGLG00000020783,,,,
FGD5,ENSHGLG00000000519,,,,
C3orf20,ENSHGLG00000000556,,,,
CCDC174,ENSHGLG00000000585,,,,
GRIP2,ENSHGLG00000000621,,,,
SLC6A6,ENSHGLG00000000641,ENSG00000131389,SLC6A6,ENSMUSG00000030096,Slc6a6
LSM3,ENSHGLG00000000651,ENSG00000170860,LSM3,ENSMUSG00000034192,Lsm3
XPC,ENSHGLG00000000668,ENSG00000154767,XPC,ENSMUSG00000030094,Xpc
TMEM43,ENSHGLG00000000684,,,,
CHCHD4,ENSHGLG00000000694,,,,
ARHGAP24,ENSHGLG00000000768,ENSG00000138639,ARHGAP24,ENSMUSG00000057315,Arhgap24
ENSHGLG00000000796,ENSHGLG00000000796,,,,
MAPK10,ENSHGLG00000000901,,,ENSMUSG00000046709,Mapk10
ENSHGLG00000001024,ENSHGLG00000001024,,,,
ENSHGLG00000001037,ENSHGLG00000001037,,,,
PTPN13,ENSHGLG00000001145,,,ENSMUSG00000034573,Ptpn13
SLC10A6,ENSHGLG00000001287,ENSG00000145283,SLC10A6,ENSMUSG00000029321,Slc10a6
C4orf36,ENSHGLG00000001308,,,,
AFF1,ENSHGLG00000001384,ENSG00000172493,AFF1,ENSMUSG00000029313,Aff1
RHO,ENSHGLG00000006668,ENSG00000163914,RHO,ENSMUSG00000030324,Rho
ENSHGLG00000006737,ENSHGLG00000006737,,,,
PLXND1,ENSHGLG00000006797,,,,
TMCC1,ENSHGLG00000006865,,,,
TRH,ENSHGLG00000007193,,,,
RBSN,ENSHGLG00000007514,,,ENSMUSG00000014550,Rbsn
NR2C2,ENSHGLG00000007834,,,,
KLHL8,ENSHGLG00000008155,,,ENSMUSG00000029312,Klhl8
ENSHGLG00000008487,ENSHGLG00000008487,,,,
HSD17B13,ENSHGLG00000008840,,,ENSMUSG00000034528,Hsd17b13
MBD4,ENSHGLG00000009034,ENSG00000129071,MBD4,ENSMUSG00000030322,Mbd4
IFT122,ENSHGLG00000009113,ENSG00000163913,IFT122,ENSMUSG00000030323,Ift122
ENSHGLG00000009525,ENSHGLG00000009525,,,,
HSD17B11,ENSHGLG00000009549,ENSG00000198189,HSD17B11,ENSMUSG00000029311,Hsd17b11
NUDT9,ENSHGLG00000010306,ENSG00000170502,NUDT9,ENSMUSG00000029310,Nudt9
PPEF2,ENSHGLG00000010362,,,ENSMUSG00000029410,Ppef2
ENSHGLG00000010648,ENSHGLG00000010648,ENSG00000272856,SCPPPQ1,ENSMUSG00000091034,Scpppq1
SPARCL1,ENSHGLG00000011108,ENSG00000152583,SPARCL1,ENSMUSG00000029309,Sparcl1
DMP1,ENSHGLG00000011365,,,,
IBSP,ENSHGLG00000011597,ENSG00000029559,IBSP,ENSMUSG00000029306,Ibsp
SPP1,ENSHGLG00000012567,ENSG00000118785,SPP1,ENSMUSG00000029304,Spp1
PKD2,ENSHGLG00000012710,,,ENSMUSG00000034462,Pkd2
TMEM40,ENSHGLG00000015498,,,ENSMUSG00000059900,Tmem40
CAND2,ENSHGLG00000015580,,,ENSMUSG00000030319,Cand2
RPL32,ENSHGLG00000015670,,,,
ENSHGLG00000015777,ENSHGLG00000015777,,,,
MKRN2OS,ENSHGLG00000017856,,,ENSMUSG00000068011,Mkrn2os
MKRN2,ENSHGLG00000018194,,,ENSMUSG00000000439,Mkrn2
RAF1,ENSHGLG00000018214,,,ENSMUSG00000000441,Raf1
ENSHGLG00000018234,ENSHGLG00000018234,,,,
HMCES,ENSHGLG00000018256,,,,
ENSHGLG00000019586,ENSHGLG00000019586,,,,
ENSHGLG00000020748,ENSHGLG00000020748,,,,
ENSHGLG00000000708,ENSHGLG00000000708,,,,
ZNF202,ENSHGLG00000000728,ENSG00000166261,ZNF202,ENSMUSG00000025602,Zfp202
SCN3B,ENSHGLG00000000963,,,,
UBASH3B,ENSHGLG00000001126,,,ENSMUSG00000032020,Ubash3b
GRAMD1B,ENSHGLG00000001139,ENSG00000023171,GRAMD1B,ENSMUSG00000040111,Gramd1b
ENSHGLG00000001173,ENSHGLG00000001173,,,,
ENSHGLG00000001180,ENSHGLG00000001180,,,,
SORL1,ENSHGLG00000001265,,,ENSMUSG00000049313,Sorl1
ENSHGLG00000001343,ENSHGLG00000001343,,,,
ENSHGLG00000001363,ENSHGLG00000001363,,,,
ENSHGLG00000001364,ENSHGLG00000001364,,,,
ENSHGLG00000001421,ENSHGLG00000001421,,,,
ENSHGLG00000001425,ENSHGLG00000001425,,,,
ENSHGLG00000001473,ENSHGLG00000001473,,,,
TECTA,ENSHGLG00000001489,ENSG00000109927,TECTA,ENSMUSG00000037705,Tecta
ENSHGLG00000001602,ENSHGLG00000001602,,,ENSMUSG00000051493,Or8d6
ENSHGLG00000001662,ENSHGLG00000001662,,,,
TBCEL,ENSHGLG00000001695,,,,
ENSHGLG00000001745,ENSHGLG00000001745,,,,
GRIK4,ENSHGLG00000001757,,,ENSMUSG00000032017,Grik4
CLMP,ENSHGLG00000001841,ENSG00000166250,CLMP,ENSMUSG00000032024,Clmp
HSPA8,ENSHGLG00000001884,,,ENSMUSG00000015656,Hspa8
BSX,ENSHGLG00000001942,,,,
ENSHGLG00000001953,ENSHGLG00000001953,,,,
JHY,ENSHGLG00000001981,ENSG00000109944,JHY,ENSMUSG00000032023,Jhy
CRTAM,ENSHGLG00000002032,,,ENSMUSG00000032021,Crtam
ENSHGLG00000002120,ENSHGLG00000002120,,,,
ENSHGLG00000002238,ENSHGLG00000002238,,,,
VWA5A,ENSHGLG00000002388,ENSG00000110002,VWA5A,,
ENSHGLG00000002654,ENSHGLG00000002654,,,,
ENSHGLG00000019827,ENSHGLG00000019827,,,,
ENSHGLG00000019828,ENSHGLG00000019828,,,,
OR4D5,ENSHGLG00000019833,ENSG00000171014,OR4D5,ENSMUSG00000045812,Or4d5
ENSHGLG00000019841,ENSHGLG00000019841,,,,
ENSHGLG00000019855,ENSHGLG00000019855,,,,
ENSHGLG00000019859,ENSHGLG00000019859,,,,
ENSHGLG00000019867,ENSHGLG00000019867,,,ENSMUSG00000043331,Or10d5
OR8D4,ENSHGLG00000019872,ENSG00000181518,OR8D4,ENSMUSG00000049073,Or8d4
ENSHGLG00000019877,ENSHGLG00000019877,,,,
ENSHGLG00000019878,ENSHGLG00000019878,,,,
ENSHGLG00000019882,ENSHGLG00000019882,,,,
OR8D1,ENSHGLG00000019912,,,,
OR10G6,ENSHGLG00000019951,ENSG00000198674,OR10G6,ENSMUSG00000046678,Or10g6
ENSHGLG00000019960,ENSHGLG00000019960,,,,
ENSHGLG00000019962,ENSHGLG00000019962,,,,
ENSHGLG00000019978,ENSHGLG00000019978,,,,
OR6M1,ENSHGLG00000019993,ENSG00000196099,OR6M1,,
ENSHGLG00000020022,ENSHGLG00000020022,,,,
ENSHGLG00000020030,ENSHGLG00000020030,,,,
ENSHGLG00000020044,ENSHGLG00000020044,,,,
ENSHGLG00000020082,ENSHGLG00000020082,,,,
ENSHGLG00000020164,ENSHGLG00000020164,,,,
ENSHGLG00000020207,ENSHGLG00000020207,,,,
OR8D2,ENSHGLG00000020269,,,,
ENSHGLG00000020332,ENSHGLG00000020332,,,,
OR10S1,ENSHGLG00000020471,ENSG00000196248,OR10S1,ENSMUSG00000049010,Or10s1
ENSHGLG00000020512,ENSHGLG00000020512,,,,
ASIC2,ENSHGLG00000000958,ENSG00000108684,ASIC2,ENSMUSG00000020704,Asic2
CCL2,ENSHGLG00000001002,,,,
CCL11,ENSHGLG00000001015,ENSG00000172156,CCL11,ENSMUSG00000020676,Ccl11
CCL8,ENSHGLG00000001025,,,,
ENSHGLG00000001028,ENSHGLG00000001028,,,,
ENSHGLG00000001040,ENSHGLG00000001040,,,,
ENSHGLG00000001062,ENSHGLG00000001062,,,,
TMEM132E,ENSHGLG00000001097,,,,
CCT6B,ENSHGLG00000001186,,,,
LIG3,ENSHGLG00000001349,ENSG00000005156,LIG3,ENSMUSG00000020697,Lig3
RFFL,ENSHGLG00000001734,ENSG00000092871,RFFL,ENSMUSG00000020696,Rffl
RAD51D,ENSHGLG00000001857,ENSG00000185379,RAD51D,ENSMUSG00000018841,Rad51d
FNDC8,ENSHGLG00000001963,ENSG00000073598,FNDC8,ENSMUSG00000018844,Fndc8
NLE1,ENSHGLG00000002006,ENSG00000073536,NLE1,ENSMUSG00000020692,Nle1
UNC45B,ENSHGLG00000002117,ENSG00000141161,UNC45B,ENSMUSG00000018845,Unc45b
SLFN14,ENSHGLG00000002313,ENSG00000236320,SLFN14,ENSMUSG00000082101,Slfn14
PEX12,ENSHGLG00000002341,,,,
ENSHGLG00000002411,ENSHGLG00000002411,,,,
RASL10B,ENSHGLG00000002552,,,,
ENSHGLG00000005151,ENSHGLG00000005151,,,,
C17orf50,ENSHGLG00000005189,,,,
MMP28,ENSHGLG00000005231,,,,
ENSHGLG00000005292,ENSHGLG00000005292,,,,
HEATR9,ENSHGLG00000005346,,,,
CCL5,ENSHGLG00000005395,,,,
CCL16,ENSHGLG00000005751,,,,
ENSHGLG00000006092,ENSHGLG00000006092,,,,
ENSHGLG00000006414,ENSHGLG00000006414,,,,
ENSHGLG00000007169,ENSHGLG00000007169,,,ENSMUSG00000051748,Wfdc21
NF1,ENSHGLG00000007508,,,ENSMUSG00000020716,Nf1
ENSHGLG00000007835,ENSHGLG00000007835,,,,
OMG,ENSHGLG00000008156,,,,
EVI2A,ENSHGLG00000008853,,,,
ENSHGLG00000009194,ENSHGLG00000009194,ENSG00000131242,RAB11FIP4,ENSMUSG00000017639,Rab11fip4
ENSHGLG00000009292,ENSHGLG00000009292,,,,
COPRS,ENSHGLG00000009550,ENSG00000172301,COPRS,ENSMUSG00000031458,Coprs
ENSHGLG00000009734,ENSHGLG00000009734,,,,
ATAD5,ENSHGLG00000009908,,,ENSMUSG00000017550,Atad5
UTP6,ENSHGLG00000010332,,,,
ENSHGLG00000010534,ENSHGLG00000010534,,,,
TEFM,ENSHGLG00000010660,,,ENSMUSG00000046909,Tefm
SUZ12,ENSHGLG00000010885,,,ENSMUSG00000017548,Suz12
ADAP2,ENSHGLG00000010961,,,ENSMUSG00000020709,Adap2
RNF135,ENSHGLG00000011319,,,,
ENSHGLG00000011785,ENSHGLG00000011785,,,,
CDK5R1,ENSHGLG00000015667,,,,
MYO1D,ENSHGLG00000015796,ENSG00000176658,MYO1D,ENSMUSG00000035441,Myo1d
TMEM98,ENSHGLG00000015858,ENSG00000006042,TMEM98,ENSMUSG00000035413,Tmem98
SPACA3,ENSHGLG00000015911,ENSG00000141316,SPACA3,ENSMUSG00000053184,Spaca3
RHBDL3,ENSHGLG00000019461,,,,
C17orf75,ENSHGLG00000019463,ENSG00000108666,C17orf75,ENSMUSG00000057181,5730455P16Rik
ENSHGLG00000019470,ENSHGLG00000019470,,,,
ZNF207,ENSHGLG00000019501,ENSG00000010244,ZNF207,ENSMUSG00000017421,Zfp207
PSMD11,ENSHGLG00000019505,ENSG00000108671,PSMD11,ENSMUSG00000017428,Psmd11
ZNF830,ENSHGLG00000019845,,,,
EVI2B,ENSHGLG00000020394,,,,
ENSHGLG00000000159,ENSHGLG00000000159,,,,
ENSHGLG00000000173,ENSHGLG00000000173,,,,
ENSHGLG00000000214,ENSHGLG00000000214,,,,
ENSHGLG00000000271,ENSHGLG00000000271,,,,
ENSHGLG00000000275,ENSHGLG00000000275,,,,
ENSHGLG00000000337,ENSHGLG00000000337,,,,
ENSHGLG00000000338,ENSHGLG00000000338,,,,
ENSHGLG00000000449,ENSHGLG00000000449,,,,
ENSHGLG00000000607,ENSHGLG00000000607,,,,
ENSHGLG00000000635,ENSHGLG00000000635,,,,
ENSHGLG00000000652,ENSHGLG00000000652,,,,
ENSHGLG00000000654,ENSHGLG00000000654,,,,
ENSHGLG00000001164,ENSHGLG00000001164,,,,
ENSHGLG00000001270,ENSHGLG00000001270,,,,
ENSHGLG00000001446,ENSHGLG00000001446,,,,
ENSHGLG00000001479,ENSHGLG00000001479,,,,
ENSHGLG00000002020,ENSHGLG00000002020,,,,
ENSHGLG00000002098,ENSHGLG00000002098,,,,
ENSHGLG00000002289,ENSHGLG00000002289,,,,
ENSHGLG00000002305,ENSHGLG00000002305,,,,
ENSHGLG00000002515,ENSHGLG00000002515,,,,
ENSHGLG00000002615,ENSHGLG00000002615,,,,
ENSHGLG00000002886,ENSHGLG00000002886,,,,
ENSHGLG00000003166,ENSHGLG00000003166,,,,
ENSHGLG00000004158,ENSHGLG00000004158,,,,
ENSHGLG00000010801,ENSHGLG00000010801,,,,
ENSHGLG00000019694,ENSHGLG00000019694,,,,
OR2AK2,ENSHGLG00000019746,,,,
ENSHGLG00000019751,ENSHGLG00000019751,,,,
ENSHGLG00000019836,ENSHGLG00000019836,,,,
ENSHGLG00000019842,ENSHGLG00000019842,,,,
ENSHGLG00000019844,ENSHGLG00000019844,,,,
ENSHGLG00000019857,ENSHGLG00000019857,,,,
ENSHGLG00000019861,ENSHGLG00000019861,,,,
ENSHGLG00000019863,ENSHGLG00000019863,,,,
ENSHGLG00000019883,ENSHGLG00000019883,,,,
ENSHGLG00000019886,ENSHGLG00000019886,,,,
ENSHGLG00000019918,ENSHGLG00000019918,,,,
ENSHGLG00000019924,ENSHGLG00000019924,,,,
ENSHGLG00000019928,ENSHGLG00000019928,,,,
ENSHGLG00000019929,ENSHGLG00000019929,,,,
ENSHGLG00000019967,ENSHGLG00000019967,,,,
ENSHGLG00000019968,ENSHGLG00000019968,,,,
ENSHGLG00000019974,ENSHGLG00000019974,,,,
ENSHGLG00000019991,ENSHGLG00000019991,,,,
ENSHGLG00000020001,ENSHGLG00000020001,,,,
ENSHGLG00000020011,ENSHGLG00000020011,,,,
ENSHGLG00000020031,ENSHGLG00000020031,,,,
ENSHGLG00000020077,ENSHGLG00000020077,,,,
ENSHGLG00000020088,ENSHGLG00000020088,,,,
ENSHGLG00000020099,ENSHGLG00000020099,,,,
ENSHGLG00000020107,ENSHGLG00000020107,,,,
ENSHGLG00000020220,ENSHGLG00000020220,,,,
ENSHGLG00000020225,ENSHGLG00000020225,,,,
ENSHGLG00000020290,ENSHGLG00000020290,,,,
ENSHGLG00000020299,ENSHGLG00000020299,,,,
ENSHGLG00000020369,ENSHGLG00000020369,,,,
ENSHGLG00000020408,ENSHGLG00000020408,,,,
ENSHGLG00000020459,ENSHGLG00000020459,,,,
ENSHGLG00000020599,ENSHGLG00000020599,,,,
ENSHGLG00000020690,ENSHGLG00000020690,,,,
ENSHGLG00000020965,ENSHGLG00000020965,,,,
UBA1,ENSHGLG00000000529,ENSG00000130985,UBA1,ENSMUSG00000001924,Uba1
RP2,ENSHGLG00000000580,,,,
JADE3,ENSHGLG00000000616,ENSG00000102221,JADE3,ENSMUSG00000037315,Jade3
RGN,ENSHGLG00000000674,ENSG00000130988,RGN,ENSMUSG00000023070,Rgn
Ndufb11,ENSHGLG00000000735,,,,
RBM10,ENSHGLG00000000890,ENSG00000182872,RBM10,ENSMUSG00000031060,Rbm10
CDK16,ENSHGLG00000001209,ENSG00000102225,CDK16,ENSMUSG00000031065,Cdk16
USP11,ENSHGLG00000001371,ENSG00000102226,USP11,ENSMUSG00000031066,Usp11
ZNF157,ENSHGLG00000001450,,,,
ENSHGLG00000001490,ENSHGLG00000001490,,,,
ENSHGLG00000004037,ENSHGLG00000004037,,,,
ENSHGLG00000004141,ENSHGLG00000004141,,,,
ENSHGLG00000004602,ENSHGLG00000004602,,,,
FUNDC1,ENSHGLG00000004981,,,ENSMUSG00000025040,Fundc1
KDM6A,ENSHGLG00000005358,ENSG00000147050,KDM6A,ENSMUSG00000037369,Kdm6a
DIPK2B,ENSHGLG00000006052,ENSG00000147113,DIPK2B,ENSMUSG00000037358,Dipk2b
ENSHGLG00000006383,ENSHGLG00000006383,,,,
CHST7,ENSHGLG00000006779,ENSG00000147119,CHST7,ENSMUSG00000037347,Chst7
SLC9A7,ENSHGLG00000007119,ENSG00000065923,SLC9A7,ENSMUSG00000037341,Slc9a7
ENSHGLG00000020120,ENSHGLG00000020120,,,,
OXGR1,ENSHGLG00000000211,ENSG00000165621,OXGR1,ENSMUSG00000044819,Oxgr1
ENSHGLG00000000247,ENSHGLG00000000247,,,,
